x	shape	net	y	bbox	object_class	object_type	object_name	object_layer	object_net	object_bbox
240.0	PATH_11_507	VSS	867.704	{239.75 867.454} {240.25 867.954}	signal	shape	PATH_19_93873	M5	ZBUF_477_3427	{222.1320 867.5240} {241.3400 867.5800}
240.0	PATH_11_507	VSS	867.704	{239.75 867.454} {240.25 867.954}	signal	shape	PATH_17_162589	M4	ZBUF_109_2546	{240.0680 856.5800} {240.1240 868.7960}
240.0	PATH_11_507	VSS	867.704	{239.75 867.454} {240.25 867.954}	signal	shape	PATH_17_194149	M4	ZBUF_1127_3473	{239.7640 857.1880} {239.8200 870.0120}
240.0	PATH_11_507	VSS	867.704	{239.75 867.454} {240.25 867.954}	signal	shape	PATH_15_334203	M3	n136449	{235.6600 867.5240} {242.4040 867.5800}
240.0	PATH_11_507	VSS	867.704	{239.75 867.454} {240.25 867.954}	signal	shape	PATH_15_644567	M3	ZBUF_41_3163	{238.5480 867.8280} {240.8840 867.8840}
245.0	PATH_11_507	VSS	867.704	{244.75 867.454} {245.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
245.0	PATH_11_507	VSS	867.704	{244.75 867.454} {245.25 867.954}	signal	shape	PATH_21_1967	M6	n75731	{244.9320 844.4200} {244.9880 883.3880}
245.0	PATH_11_507	VSS	867.704	{244.75 867.454} {245.25 867.954}	signal	shape	PATH_17_183636	M4	ZBUF_56_3234	{245.2360 840.1640} {245.2920 883.6920}
245.0	PATH_11_507	VSS	867.704	{244.75 867.454} {245.25 867.954}	signal	shape	PATH_13_613956	M2	n131440	{245.2360 866.7640} {245.2920 869.4040}
245.0	PATH_11_507	VSS	867.704	{244.75 867.454} {245.25 867.954}	signal	shape	PATH_13_881245	M2	ZBUF_253_87	{244.9320 861.7480} {244.9880 878.2200}
250.0	PATH_11_507	VSS	867.704	{249.75 867.454} {250.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
250.0	PATH_11_507	VSS	867.704	{249.75 867.454} {250.25 867.954}	signal	shape	PATH_21_4798	M6	n134012	{249.7960 859.6200} {249.8520 868.7960}
250.0	PATH_11_507	VSS	867.704	{249.75 867.454} {250.25 867.954}	signal	shape	PATH_19_17027	M5	n131441	{249.1880 867.5240} {257.1480 867.5800}
250.0	PATH_11_507	VSS	867.704	{249.75 867.454} {250.25 867.954}	signal	shape	PATH_17_170611	M4	ZBUF_72_2920	{250.1000 854.7560} {250.1560 876.3960}
250.0	PATH_11_507	VSS	867.704	{249.75 867.454} {250.25 867.954}	signal	shape	PATH_17_181579	M4	ZBUF_51_3163	{249.7960 859.9240} {249.8520 908.3160}
250.0	PATH_11_507	VSS	867.704	{249.75 867.454} {250.25 867.954}	signal	shape	PATH_15_211008	M3	n82857	{249.4920 867.5240} {250.1560 867.5800}
250.0	PATH_11_507	VSS	867.704	{249.75 867.454} {250.25 867.954}	signal	shape	PATH_13_471753	M2	n82857	{250.1000 867.5240} {250.1560 873.6600}
250.0	PATH_11_507	VSS	867.704	{249.75 867.454} {250.25 867.954}	signal	shape	PATH_15_678796	M3	ZBUF_669_3427	{246.6040 867.8280} {250.9160 867.8840}
250.0	PATH_11_507	VSS	867.704	{249.75 867.454} {250.25 867.954}	signal	shape	PATH_13_702133	M2	n136796	{249.7960 863.4200} {249.8520 882.3240}
