x	shapes_checked	pg_shape_count	pg_shape_layers	pg_via_count	pg_via_defs	signal_shape_count	signal_shape_layers	signal_via_count	signal_via_defs	status
140.0	7	14	M2=7,M3=0,M4=0,M5=0,M6=0,M7=7	42	VIA56LG_C 7 VIA34LG_C 7 VIA78LG_C 7 VIA67LG_C 7 VIA45LG_C 7 VIA23LG_C 7	0	M2=0,M3=0,M4=0,M5=0,M6=0,M7=0	0		no_non_pg_objects
140.5	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	7	VIA78LG_C 7	23	M2=9,M3=3,M4=7,M5=0,M6=4,M7=0	0		candidate
141.0	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		24	M2=8,M3=3,M4=6,M5=2,M6=5,M7=0	1	VIA45SQ_C 1	candidate
141.5	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		33	M2=13,M3=5,M4=10,M5=2,M6=3,M7=0	2	VIA23SQ_C 1 VIA45SQ_C 1	candidate
142.0	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		28	M2=9,M3=5,M4=6,M5=4,M6=4,M7=0	4	VIA56SQ_C 2 VIA23SQ_C 2	candidate
142.5	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		23	M2=9,M3=5,M4=5,M5=4,M6=0,M7=0	3	VIA56SQ_C 2 VIA23SQ_C 1	candidate
143.0	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		35	M2=11,M3=9,M4=10,M5=4,M6=1,M7=0	1	VIA23SQ_C 1	candidate
143.5	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		51	M2=19,M3=12,M4=11,M5=4,M6=5,M7=0	2	VIA23SQ_C 2	candidate
144.0	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		38	M2=11,M3=10,M4=9,M5=4,M6=4,M7=0	1	VIA23SQ_C 1	candidate
144.5	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		33	M2=10,M3=9,M4=8,M5=5,M6=1,M7=0	0		candidate
145.0	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		30	M2=10,M3=7,M4=7,M5=5,M6=1,M7=0	1	VIA23SQ_C 1	candidate
145.5	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		39	M2=13,M3=12,M4=8,M5=5,M6=1,M7=0	2	VIA23SQ_C 2	candidate
146.0	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		40	M2=9,M3=10,M4=12,M5=6,M6=3,M7=0	1	VIA23SQ_C 1	candidate
146.5	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		42	M2=16,M3=11,M4=9,M5=6,M6=0,M7=0	1	VIA23SQ_C 1	candidate
147.0	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		38	M2=9,M3=10,M4=11,M5=6,M6=2,M7=0	2	VIA23SQ_C 2	candidate
147.5	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		39	M2=13,M3=8,M4=8,M5=6,M6=4,M7=0	2	VIA12SQ_C 1 VIA23SQ_C 1	candidate
148.0	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		28	M2=10,M3=4,M4=8,M5=6,M6=0,M7=0	2	VIA34SQ_C 1 VIA23SQ_C 1	candidate
148.5	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		44	M2=18,M3=8,M4=9,M5=6,M6=3,M7=0	2	VIA34SQ_C 1 VIA23SQ_C 1	candidate
149.0	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		37	M2=13,M3=8,M4=9,M5=5,M6=2,M7=0	1	VIA34SQ_C 1	candidate
149.5	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		34	M2=13,M3=10,M4=5,M5=5,M6=1,M7=0	1	VIA34SQ_C 1	candidate
150.0	7	7	M2=0,M3=0,M4=0,M5=0,M6=0,M7=7	0		44	M2=15,M3=9,M4=8,M5=6,M6=6,M7=0	0		candidate
